X,avg_log2FC,pct.1,pct.2,p_val_adj
Marc1,1.539705766,0.013,0.004,1
Marc2,0,0,0,1
A1bg,0.124521098,0.003,0.002,1
A1cf,-0.636069775,0.001,0.004,1
A26c2,1.422971585,0.031,0.016,1
A2m,0,0,0,1
A2ml1,-0.693473823,0.021,0.022,1
A3galt2,1.725137588,0.022,0.005,0.15006061
A4galt,1.762807006,0.006,0.001,1
A4gnt,-0.318933648,0.004,0.002,1
Aaas,0.317044889,0.169,0.111,1
Aacs,0.657355594,0.442,0.26,2.61752E-15
Aadac,0,0,0,1
Aadacl2,0,0,0,1
Aadacl3,0,0,0,1
Aadacl4,0,0,0,1
Aadat,0.299918829,0.006,0.003,1
Aaed1,0,0,0,1
Aagab,-1.241057598,0.45,0.64,6.78826E-46
Aak1,1.528518994,1,0.947,0
Aamdc,-0.672408027,0.206,0.254,1
Aamp,0.042992279,0.302,0.228,1
Aanat,-0.349993291,0.04,0.035,1
Aar2,0.091716327,0.188,0.153,1
Aard,0.632042002,0.034,0.016,1
Aars,1.120407695,0.724,0.379,5.95059E-68
Aars2,0.06068265,0.19,0.141,1
Aarsd1,-1.40312997,0.177,0.314,4.33336E-15
Aasdh,-0.398101475,0.17,0.169,1
Aasdhppt,-0.760027872,0.095,0.114,1
Aass,-0.364921155,0.012,0.01,1
Aatf,0.171206881,0.635,0.508,0.325069314
Aatk,-0.209284548,0.438,0.379,1
AB041806,-0.912068073,0.02,0.033,1
AB124611,-0.252506307,0.057,0.052,1
Abat,-0.395827142,0.374,0.401,1
Abca1,1.584392766,0.117,0.036,2.22745E-15
Abca12,-1.424904643,0.008,0.015,1
Abca13,-0.781468612,0.025,0.029,1
Abca14,-0.037570329,0.01,0.007,1
Abca15,-0.053775125,0.01,0.007,1
Abca16,0.469697775,0.001,0.001,1
Abca17,0.821046695,0.44,0.233,3.35298E-24
Abca2,-0.399183697,0.277,0.282,1
Abca3,0.913428907,0.846,0.598,2.10919E-48
Abca4,-0.452707157,0.045,0.053,1
Abca5,1.169609414,0.846,0.521,1.34364E-88
Abca6,1.122966463,0.117,0.051,1.50606E-07
Abca7,-0.431445098,0.32,0.324,1
Abca8a,3.538800042,0.066,0.005,1.32314E-24
Abca8b,1.221072306,0.39,0.182,2.3292E-32
Abca9,1.948800347,0.117,0.022,1.36555E-27
Abcb10,-1.047355471,0.331,0.46,3.77439E-15
Abcb11,1.521537992,0.009,0.005,1
Abcb1a,0.038130877,0.025,0.018,1
Abcb1b,-0.077675039,0.198,0.174,1
Abcb4,-0.972047395,0.254,0.341,2.22495E-06
Abcb5,1.308322459,0.003,0.001,1
Abcb6,-0.209530603,0.073,0.063,1
Abcb7,-0.724149487,0.29,0.347,0.036263918
Abcb8,0.076251559,0.284,0.217,1
Abcb9,-0.861793768,0.385,0.476,1.17575E-11
Abcc1,0.437714953,0.492,0.348,2.70386E-06
Abcc10,-0.664813175,0.085,0.11,1
Abcc12,0.837144997,0.023,0.007,1
Abcc2,-0.043785843,0.006,0.005,1
Abcc3,-1.964373481,0.016,0.037,1
Abcc4,-0.251330977,0.232,0.229,1
Abcc5,0.775896984,0.96,0.802,1.51469E-79
Abcc6,0.083498566,0.03,0.017,1
Abcc8,0.369928615,0.408,0.273,3.24773E-06
Abcc9,0,0,0,1
Abcd1,0.438713274,0.141,0.087,0.208188724
Abcd2,-2.18577588,0.084,0.264,2.22825E-27
Abcd3,-0.485359971,0.369,0.353,1
Abcd4,-0.352884834,0.268,0.275,1
Abce1,0.051152691,0.44,0.323,1
Abcf1,0.575272968,0.657,0.458,2.3032E-15
Abcf2,0.051314797,0.139,0.103,1
Abcf3,-0.133230356,0.234,0.188,1
Abcg1,-0.095618895,0.387,0.317,1
Abcg2,1.648583613,0.312,0.092,9.4777E-53
Abcg3,1.938752119,0.001,0,1
Abcg4,-0.704043734,0.087,0.1,1
Abcg5,0.659072001,0,0.001,1
Abcg8,-0.493091818,0,0.001,1
Abhd1,0,0,0,1
Abhd10,-0.756550563,0.161,0.197,1
Abhd11,0.022962447,0.039,0.034,1
Abhd12,0.229911423,0.787,0.667,1
Abhd12b,0.563876113,0.001,0.001,1
Abhd13,-0.103585971,0.064,0.051,1
Abhd14a,-0.052067804,0.168,0.146,1
Abhd14b,-1.121459366,0.138,0.185,1
Abhd15,-1.134848434,0.025,0.042,1
Abhd16a,0.520231326,0.284,0.158,1.08346E-09
Abhd16b,0,0,0,1
Abhd17a,-0.880458494,0.228,0.266,1
Abhd17b,-0.432559745,0.606,0.634,5.34916E-05
Abhd17c,0.207813414,0.319,0.219,0.032972515
Abhd18,-0.371613193,0.704,0.715,5.2121E-06
Abhd2,1.743489494,0.938,0.589,1.1597E-205
Abhd3,-0.081346226,0.283,0.248,1
Abhd4,-0.179697912,0.092,0.077,1
Abhd5,-0.836907359,0.084,0.101,1
Abhd6,0.349497364,0.682,0.539,3.71006E-07
Abhd8,-0.541376479,0.116,0.119,1
Abi1,0.616535312,0.842,0.652,2.31669E-35
Abi2,-0.214671766,0.837,0.817,0.688956973
Abi3,-0.491160676,0,0.001,1
Abi3bp,1.693240512,0.199,0.068,1.49782E-25
Abitram,-0.192231788,0.116,0.103,1
Abl1,0.206163601,0.606,0.452,0.000931642
Abl2,0.866179754,0.93,0.739,3.49313E-77
Ablim1,0.966055328,0.944,0.841,6.04212E-71
Ablim2,0.215802625,0.869,0.789,0.358380373
Ablim3,0.606750988,0.446,0.286,2.23408E-11
Abo,3.137962734,0.009,0.003,1
Abr,1.132617866,0.998,0.912,2.2327E-175
Abra,-3.072999688,0.018,0.111,2.5807E-13
Abracl,0.156959274,0.132,0.08,0.339127801
Abraxas1,-0.696760615,0.116,0.13,1
Abraxas2,-0.44591371,0.261,0.259,1
Abt1,-0.110777949,0.027,0.023,1
Abtb1,-0.336555075,0.126,0.112,1
Abtb2,0.479180057,0.022,0.018,1
Acaa1a,-0.469115463,0.351,0.341,1
Acaa1b,-0.860515428,0.01,0.014,1
Acaa2,-0.73719435,0.027,0.042,1
Acaca,-0.215273971,0.805,0.776,0.652547864
Acacb,-0.822502322,0.034,0.023,1
Acad10,-0.491821271,0.295,0.31,1
Acad11,-0.654589422,0.252,0.283,1
Acad12,-1.013154995,0.058,0.089,1
Acad8,-0.414914085,0.16,0.15,1
Acad9,-0.583040335,0.125,0.138,1
Acadl,-1.379923792,0.015,0.023,1
Acadm,-0.68306812,0.168,0.175,1
Acads,-0.062636721,0.017,0.014,1
Acadsb,0.249462546,0.535,0.407,0.037812782
Acadvl,0.371744496,0.178,0.103,0.000757498
Acan,1.508032914,0.017,0.005,1
Acap1,-0.588126875,0,0.001,1
Acap2,0.021185544,0.949,0.899,1
Acap3,0.958542254,0.563,0.272,1.13476E-42
Acat1,-0.529185001,0.724,0.726,4.91508E-10
Acat2,-0.346266724,0.227,0.212,1
Acat3,-0.29431801,0.019,0.015,1
Acbd3,-0.179195866,0.4,0.348,1
Acbd4,-0.167946007,0.183,0.168,1
Acbd5,-0.19785734,0.453,0.385,1
Acbd6,-0.088215319,0.831,0.786,1
Acbd7,0,0,0,1
Accs,0.604982412,0.018,0.007,1
Accsl,1.557995916,0.006,0.003,1
Acd,-0.630596329,0.095,0.107,1
Ace,-0.310816804,0.01,0.01,1
Ace2,0,0,0,1
Ace3,0,0,0,1
Acer1,2.153418145,0.006,0.002,1
Acer2,-0.46991208,0.013,0.017,1
Acer3,-0.070139299,0.663,0.587,1
Ache,-1.067591596,0.056,0.077,1
Acin1,-0.191904467,0.823,0.76,1
Ackr1,1.010034908,0.048,0.018,0.014473766
Ackr2,0.102085308,0.002,0.004,1
Ackr3,0.595158465,0,0.001,1
Ackr4,-2.353556981,0.128,0.352,4.93217E-39
Acly,0.113547053,0.244,0.182,1
Acmsd,-1.323458295,0.049,0.08,1
Acnat1,1.284819031,0.007,0.003,1
Acnat2,0,0,0,1
Aco1,-0.170615404,0.183,0.168,1
Aco2,-0.285130877,0.667,0.624,1
Acod1,0.160846193,0,0.001,1
Acot1,-0.004385564,0.001,0.002,1
Acot10,-1.938668725,0.001,0.007,1
Acot11,-0.452486412,0.015,0.015,1
Acot12,-0.204236101,0.018,0.018,1
Acot13,-1.046060354,0.192,0.269,0.000327856
Acot2,0.131315943,0.012,0.009,1
Acot3,-0.386002618,0.001,0.002,1
Acot4,0.396800562,0.01,0.007,1
Acot5,-0.697364483,0.001,0.003,1
Acot6,-1.633759118,0.004,0.014,1
Acot7,0.306041474,0.714,0.555,4.47328E-05
Acot8,-0.569364998,0.168,0.188,1
Acot9,1.437939222,0.388,0.141,1.99629E-50
Acox1,0.139197298,0.61,0.463,0.277900518
Acox2,-1.329803777,0.043,0.083,0.717851744
Acox3,0.305178365,0.159,0.104,1
Acoxl,-0.816242771,0.025,0.019,1
Acp1,-1.518476398,0.616,0.877,8.0797E-140
Acp2,-0.40993705,0.179,0.17,1
Acp4,0.820063389,0.001,0.001,1
Acp5,-0.89609604,0,0.001,1
Acp6,-0.730560613,0.155,0.192,1
Acp7,0.713813994,0.068,0.029,0.004729533
Acpp,0.253098283,0.025,0.012,1
Acr,0.171609375,0.098,0.057,1
Acrbp,0.277557942,0.134,0.09,1
Acrv1,-0.887163269,0.004,0.011,1
Acsbg1,-0.490880637,0.011,0.009,1
Acsbg2,1.483146318,0.004,0.003,1
Acsf2,-0.335749532,0.007,0.008,1
Acsf3,0.856432799,0.132,0.062,1.10687E-06
Acsl1,0.4752979,0.683,0.532,5.09603E-11
Acsl3,-0.129336524,0.292,0.251,1
Acsl4,0.416722337,0.563,0.399,1.42374E-08
Acsl5,0.84021168,0.318,0.16,1.99909E-17
Acsl6,1.143945231,0.849,0.531,1.24077E-90
Acsm1,0,0,0,1
Acsm2,0,0,0,1
Acsm3,-0.448986711,0.007,0.011,1
Acsm4,-1.259192423,0.001,0.003,1
Acsm5,0,0,0,1
Acss1,-0.730301046,0.133,0.176,1
Acss2,-0.050761052,0.734,0.677,1
Acss2os,-1.712630809,0.058,0.134,3.39719E-06
Acss3,-0.990022123,0.007,0.017,1
Acta1,-0.49733634,0.02,0.018,1
Acta2,-1.787245581,0.002,0.007,1
Actb,0.60671541,0.687,0.417,2.92396E-29
Actbl2,0,0,0,1
Actc1,0,0,0,1
Acte1,-0.74059877,0.001,0.003,1
Actg1,-0.174865017,0.242,0.207,1
Actg2,-0.33735382,0.017,0.018,1
Actl10,1.270647038,0.001,0.001,1
Actl11,0,0,0,1
Actl6a,-0.66463125,0.274,0.287,1
Actl6b,-0.17011605,0.417,0.374,1
Actl7a,0.075328245,0.002,0.002,1
Actl7b,0,0,0,1
Actl9,1.345116291,0.003,0.001,1
Actn1,1.486069644,0.864,0.499,3.8476E-126
Actn2,-0.497882368,0.185,0.235,1
Actn3,-0.465242622,0.003,0.005,1
Actn4,0.568391692,0.734,0.507,8.86901E-22
Actr10,0.220750296,0.497,0.355,0.000907345
Actr1a,-0.041922421,0.547,0.454,1
Actr1b,0.802133572,0.789,0.489,5.22347E-49
Actr2,0.152463889,0.836,0.717,0.544387835
Actr3,0.825480911,0.767,0.505,7.24936E-43
Actr3b,-0.288986569,0.73,0.745,4.29429E-05
Actr5,-0.087571429,0.134,0.115,1
Actr6,-0.07721264,0.144,0.116,1
Actr8,-0.052832,0.32,0.245,1
Actrt1,0,0,0,1
Actrt2,0,0,0,1
Actrt3,-2.818948564,0.001,0.012,1
Acvr1,0.456364445,0.752,0.582,1.50385E-12
Acvr1b,0.213848137,0.377,0.264,0.016832352
Acvr1c,0.042636448,0.105,0.087,1
Acvr2a,-0.286457373,0.437,0.399,1
Acvr2b,0.014362232,0.088,0.069,1
Acvrl1,-2.365776047,0,0.006,1
Acy1,0.527070906,0.019,0.012,1
Acy3,0,0,0,1
Acyp1,-0.61841276,0.081,0.081,1
Acyp2,0.215835047,0.849,0.744,0.25583906
Ada,-1.917337759,0.003,0.014,1
Adad1,0,0,0,1
Adad2,1.217382314,0.001,0.001,1
Adal,-0.050796969,0.202,0.164,1
Adam10,0.09538949,0.679,0.588,1
Adam11,-0.127709527,0.327,0.275,1
Adam12,-1.005533701,0.036,0.054,1
Adam15,0.467191516,0.506,0.313,2.61597E-13
Adam17,1.490579838,0.435,0.185,2.3083E-46
Adam18,-1.123829081,0.252,0.381,1.03647E-13
Adam19,0.469120079,0.408,0.316,0.101020619
Adam1a,0.215619047,0.027,0.021,1
Adam1b,-1.606079984,0.002,0.008,1
Adam2,1.425951354,0.1,0.042,2.37294E-06
Adam20,0,0,0,1
Adam21,0.097787104,0.034,0.029,1
Adam22,0.552668174,0.992,0.949,8.61712E-64
Adam23,0.193257281,0.978,0.944,0.002469964
Adam24,0,0,0,1
Adam25,0,0,0,1
Adam26a,0,0,0,1
Adam26b,0,0,0,1
Adam28,-1.201643637,0.026,0.043,1
Adam29,2.689215684,0.006,0,1
Adam3,1.79822043,0.025,0.004,0.000115238
Adam30,0,0,0,1
Adam32,0.28444351,0.253,0.161,0.001067964
Adam33,0.789574411,0.018,0.009,1
Adam34,-1.048853487,0.001,0.003,1
Adam39,0,0,0,1
Adam4,0.281933185,0.032,0.019,1
Adam5,1.317036789,0.03,0.01,0.273033248
Adam6a,0,0,0,1
Adam6b,0,0,0,1
Adam7,-2.125712736,0.013,0.049,0.054546928
Adam8,0.580575872,0.037,0.018,1
Adam9,1.208995136,0.674,0.373,2.52599E-65
Adamdec1,-1.529134514,0.006,0.015,1
Adamts1,3.970115951,0.47,0.05,4.7701E-203
Adamts10,-0.081386587,0.217,0.182,1
Adamts12,0.73447177,0.007,0.005,1
Adamts13,1.156952296,0.018,0.007,1
Adamts14,0.83831473,0.003,0.002,1
Adamts15,1.525526095,0.002,0.001,1
Adamts16,0.905120068,0.002,0.002,1
Adamts17,-1.222324041,0.234,0.386,4.34312E-17
Adamts18,-1.163465075,0.229,0.374,3.64571E-15
Adamts19,-0.374982211,0.006,0.01,1
Adamts2,-2.120259948,0.125,0.366,5.12729E-41
Adamts20,-0.015235824,0.375,0.346,1
Adamts3,1.396351997,0.022,0.009,1
Adamts4,2.923795304,0.032,0.002,2.89739E-12
Adamts5,1.73738032,0.034,0.009,0.008178732
Adamts6,1.427497697,0.188,0.061,7.11044E-25
Adamts7,-0.313106291,0.003,0.003,1
Adamts8,-0.788263906,0.009,0.016,1
Adamts9,-0.419944004,0.01,0.009,1
Adamtsl1,2.659506334,0.381,0.088,1.00225E-92
Adamtsl2,-2.16939992,0,0.007,1
Adamtsl3,0.565674844,0.026,0.016,1
Adamtsl4,-1.207785236,0.062,0.103,1
Adamtsl5,-0.606097095,0.037,0.037,1
Adap1,-0.338150926,0.762,0.747,0.002665416
Adap2,-0.722966377,0,0.001,1
Adap2os,0.639737349,0.01,0.006,1
Adar,0.592202708,0.845,0.619,2.03458E-29
Adarb1,0.149432553,0.746,0.631,1
Adarb2,-0.115275124,0.066,0.05,1
Adat1,-0.008084607,0.252,0.209,1
Adat2,-0.670847975,0.03,0.03,1
Adck1,0.160937889,0.603,0.473,0.397410482
Adck2,-0.025460327,0.091,0.068,1
Adck5,-0.247019891,0.178,0.163,1
Adcy1,-0.040830585,0.839,0.767,1
Adcy10,-0.11161922,0.368,0.301,1
Adcy2,0.135326239,0.982,0.963,1
Adcy3,0.274686421,0.532,0.378,1.32206E-05
Adcy4,0,0,0,1
Adcy5,-0.180887119,0.408,0.401,1
Adcy6,0.394507268,0.187,0.104,7.02807E-05
Adcy7,0.405420507,0.02,0.011,1
Adcy8,-0.621548209,0.374,0.52,5.25366E-16
Adcy9,-0.128259089,0.859,0.836,1
Adcyap1,1.449831481,0.38,0.135,2.14133E-51
Adcyap1r1,-1.053142421,0,0.003,1
Add1,0.183991521,0.813,0.697,0.319819669
Add2,0.100848738,0.912,0.888,1
Add3,-0.61941002,0.443,0.512,8.85071E-07
Adgb,0.752918653,0.025,0.012,1
Adgra1,-0.99582569,0.636,0.823,1.66253E-65
Adgra2,2.607476325,0.3,0.056,5.17705E-83
Adgra3,0.368292963,0.034,0.025,1
Adgrb1,0.360953757,0.94,0.841,8.49601E-17
Adgrb2,0.836571848,0.74,0.452,4.38527E-44
Adgrb3,0.415026842,1,1,2.07514E-54
Adgrd1,0.410871118,0.257,0.17,0.004394366
Adgre1,1.376247634,0.003,0.003,1
Adgre4,0.120687032,0.002,0.003,1
Adgre5,0.068417767,0.084,0.064,1
Adgrf1,-0.466934234,0.002,0.003,1
Adgrf2,0.844574159,0.129,0.062,7.18959E-06
Adgrf3,-1.275862871,0,0.003,1
Adgrf4,0.736570607,0.076,0.038,0.111085511
Adgrf5,-0.931273057,0.002,0.004,1
Adgrg1,0.705283805,0.066,0.035,1
Adgrg2,0.333144038,0.007,0.004,1
Adgrg3,-1.122377073,0.034,0.057,1
Adgrg4,0.471066272,0.016,0.006,1
Adgrg5,0,0,0,1
Adgrg6,2.766918448,0.111,0.027,4.70142E-20
Adgrg7,0.463330045,0.003,0.004,1
Adgrl1,0.38309311,0.697,0.502,1.49905E-11
Adgrl2,-0.045374494,0.796,0.832,1
Adgrl3,-0.053691417,0.996,1,1
Adgrl4,-0.088305752,0.006,0.005,1
Adgrv1,-1.222093205,0.041,0.073,1
Adh1,0,0,0,1
Adh4,0,0,0,1
Adh5,-0.393960903,0.085,0.11,1
Adh6a,0,0,0,1
Adh6b,0,0,0,1
Adh7,0,0,0,1
Adhfe1,-0.550420966,0.018,0.025,1
Adi1,-1.049854683,0.023,0.035,1
Adig,1.889890717,0.008,0.001,1
Adipoq,-1.157274948,0.001,0,1
Adipor1,0.191137271,0.248,0.169,0.133909363
Adipor2,-0.959969299,0.208,0.281,0.000796041
Adk,-0.290575016,0.676,0.649,0.807403846
Adm,0,0,0,1
Adm2,0,0,0,1
Adnp,0.427937877,0.593,0.411,1.22159E-09
