"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007416","BP","GO:0007416","synapse assembly","35/971","229/17619",3.98532393646149e-08,0.000238402077879126,0.000226827858152076,"Slitrk1/Lrrtm1/Flrt3/Kirrel3/Magi2/Flrt2/Flrt1/Il1rapl1/Hapln4/Lrtm1/Cntn5/Lingo2/C1ql3/Npas4/Lzts1/Robo1/Lrrc4/Prkca/Mef2c/Lrrn3/Lrrn1/Il1rap/Elavl2/Grid2/Gpc4/Gabrg2/Gabra3/Gabra1/Fgf13/Ephb3/Epha7/Efnb2/Bdnf/Gabra5/Nrg2",35
"GO:0035249","BP","GO:0035249","synaptic transmission, glutamatergic","24/971","127/17619",9.89078613902214e-08,0.000295833413418152,0.000281470950808909,"Kmo/Cnih3/Slc17a7/Cacng3/Gria3/Unc13a/Plppr4/Serpine2/Shc3/Mef2c/Htr2a/Htr1b/Grm8/Nr3c1/Grin2b/Grin2a/Grid2/Gria2/Cdh8/Cckbr/Cacng2/Grm5/Grm3/Dgkz",24
"GO:0042391","BP","GO:0042391","regulation of membrane potential","54/971","486/17619",7.20610088977278e-07,0.00113312739478961,0.0010781150158594,"Pid1/Cnih3/Slc17a7/Kcnip1/Pex5l/Cacna1h/Npff/Gria3/Rgs7bp/Scn4b/Adcy10/Shank1/Cacna1i/Npas4/Trpc4/Ctnna3/Plk2/Cx3cl1/Scn9a/Scn1a/Rgs4/Ptn/Oprm1/Mef2c/Smad7/Kcnh7/Kcnj9/Kcnh3/Kcnd2/Kcna4/Kcna2/Hcn2/Grin2b/Grin2a/Grid2/Gabrg2/Gabrd/Gabra3/Gabra1/Fgf13/Kcnn2/Dmd/Chrm1/Cck/Calm3/Cacng2/Cacna1d/Bdnf/Bcl2/Atp1a1/Adrb1/Chrna4/Gabra5/Chchd10",54
"GO:0034329","BP","GO:0034329","cell junction assembly","53/971","476/17619",8.56091699814325e-07,0.00113312739478961,0.0010781150158594,"Slitrk1/Lrrtm1/Dusp3/Flrt3/Kirrel3/Hdac7/Magi2/Whamm/Flrt2/Flrt1/Il1rapl1/Hapln4/Cdh10/Lrtm1/Cntn5/Lingo2/Cdh7/Cdh24/C1ql3/Npas4/Ugt8a/Tek/Lzts1/Sh3bp1/Robo1/Ptprk/Lrrc4/Prkca/Enpp2/Mef2c/Smad7/Lrrn3/Lrrn1/Il1rap/Elavl2/Grid2/Gpc4/Gabrg2/Gabra3/Gabra1/Flot1/Fgf13/Ephb3/Epha7/Epb41l3/Efnb2/Cdh8/Cdh6/Cdh11/Bdnf/Bcl2/Gabra5/Nrg2",53
"GO:0050806","BP","GO:0050806","positive regulation of synaptic transmission","30/971","205/17619",9.47114171505856e-07,0.00113312739478961,0.0010781150158594,"Kmo/Lrrtm1/Mir124-2hg/Nrgn/Lgi1/Cacng3/Unc13a/Mir124a-1hg/Prrt1/Shisa7/Serpine2/Plk2/Slc1a1/S100b/Rab3a/Ptn/Ptger4/Prkcg/Hmgcr/Hap1/Grin2b/Grin2a/Gria2/Flot1/Cx3cr1/Cckbr/Car7/Cacng2/Adrb1/Adcy8",30
"GO:0098742","BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","30/971","208/17619",1.2925533215198e-06,0.00128867566155524,0.00122611154551887,"Ntng1/Slitrk1/Flrt3/Kirrel3/Magi2/Il1rapl1/Cdh10/Pcdh19/Fat3/Ceacam2/Ceacam1/Cntn5/Cdh7/Cadm2/Tenm2/Tenm1/Cdh24/Igsf21/Cx3cl1/Robo1/Lrrc4/Pcdh10/Il1rap/Grid2/Gpc4/Dab1/Cdh8/Cdh6/Cdh11/Alcam",30
"GO:0006836","BP","GO:0006836","neurotransmitter transport","30/971","225/17619",6.60907692880597e-06,0.00486083331849518,0.00462484396225579,"Kmo/Slc17a7/Stx19/Sv2b/Doc2g/Unc13a/Cadps2/Cspg5/Nat8l/Slc6a7/Lin7b/Vamp1/Slc18a2/Syt2/Slc1a2/Rph3a/Rab3a/Ptprn2/Ptger4/Prkcg/Prkca/Per2/Mef2c/Htr1b/Nr4a1/Grm8/Flot1/Ctbp2/Cplx2/Lin7a",30
"GO:0051962","BP","GO:0051962","positive regulation of nervous system development","43/971","383/17619",7.46483649099135e-06,0.00486083331849518,0.00462484396225579,"Slitrk1/Jade2/Lrrtm1/Flrt3/Trim32/Snw1/Flrt2/Flrt1/Cdkl5/Il1rapl1/Arhgap32/Hapln4/Lrtm1/Adcy10/Lingo2/Itpka/Zfp365/Serpine2/Sox8/Sgk1/Cx3cl1/Robo1/Ptn/Prkca/Enpp2/Oprm1/Myo5b/Man2a1/Lyn/Lrrn3/Lrrn1/Il1rap/Id2/Foxg1/Hes1/Hap1/Grid2/Xrcc6/Ephb3/Cx3cr1/Bdnf/Grm5/Etv5",43
"GO:0042596","BP","GO:0042596","fear response","14/971","65/17619",9.4835815145082e-06,0.00486083331849518,0.00462484396225579,"Lypd1/Usp46/Brinp1/Slc1a1/Npas2/Mef2c/Grin2b/Gng7/Cckbr/Cck/Bdnf/Bcl2/Adrb1/Gabra5",14
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","37/971","315/17619",1.16861227131584e-05,0.00486083331849518,0.00462484396225579,"Slitrk1/Lrrtm1/Slc17a7/Flrt3/Magi2/Flrt2/Flrt1/Cdkl5/Il1rapl1/Lrtm1/Lingo2/Camkv/Itpka/C1ql3/Ube3a/Abhd17a/Lzts1/Robo1/Ptn/Prkca/Myo5b/Mef2c/Lrrn3/Lrrn1/Il1rap/Elavl2/Hspa8/Grin2b/Grid2/Gpc4/Ephb3/Epha7/Cdk5r1/Cdh8/Bdnf/Etv5/Nrg2",37
